T,R,Ch2so4,a-pinene,3-carene,b-pinene,time,limonene,alpha-terpinene,gamma-terpinene,terpinolene,p-cymene,alpha-terpinene-output,gamma-terpinene-output,terpinolene-output,p-cymene-output
81,0.19,4,0.602,0.255,0.072,95,0.3264,0.2048,0.192,0.4128,0.0896,0.196940499,0.184631717,0.396958192,0.086161468
81,0.19,4,0.602,0.255,0.072,105,0.336,0.2272,0.2144,0.4608,0.0992,0.218480866,0.206172084,0.443116122,0.095393054
81,0.19,4,0.602,0.255,0.072,250,0.3424,0.9408,0.8256,1.072,0.2816,0.904695415,0.793916385,1.030860422,0.270793186
85,0.179,4.05,0.5624,0.2608,0.1041,0,0.256,0,0,0,0.016,0,0,0,0.015385976
85,0.179,4.05,0.5624,0.2608,0.1041,30,0.2592,0,0,0,0.0272,0,0,0,0.02615616
85,0.179,4.05,0.5624,0.2608,0.1041,38,0.2624,0,0,0,0.0288,0,0,0,0.027694758
85,0.179,4.05,0.5624,0.2608,0.1041,68,0.2688,0.0384,0.0256,0.0704,0.0352,0.036926343,0.024617562,0.067698296,0.033849148
85,0.179,4.05,0.5624,0.2608,0.1041,120,0.2912,0.1248,0.0928,0.224,0.0656,0.120010616,0.089238663,0.21540367,0.063082503
85,0.179,4.05,0.5624,0.2608,0.1041,230,0.3328,0.6112,0.4608,0.7232,0.1424,0.5877443,0.443116122,0.695446136,0.13693519
70,0.16,4.12,0.4286,0.142,0.3631,0,0.256,0,0,0,0.0112,0,0,0,0.010770184
70,0.16,4.12,0.4286,0.142,0.3631,19,0.2464,0,0,0,0.0144,0,0,0,0.013847379
70,0.16,4.12,0.4286,0.142,0.3631,30,0.2496,0,0,0,0.0176,0,0,0,0.016924574
70,0.16,4.12,0.4286,0.142,0.3631,90,0.2848,0.048,0.048,0.128,0.0352,0.046157929,0.046157929,0.123087812,0.033849148
70,0.16,4.12,0.4286,0.142,0.3631,180,0.3584,0.1952,0.2112,0.5696,0.0736,0.187708913,0.203094889,0.547740762,0.070775492
70,0.16,4.12,0.4286,0.142,0.3631,270,0.4096,0.4896,0.5152,0.9024,0.1328,0.470810879,0.495428442,0.867769072,0.127703605
109,0.29,6,0.62,0.27,0.05,1,0.2848,0.0256,0,0,0.0256,0.024617562,0,0,0.024617562
109,0.29,6,0.62,0.27,0.05,25,0.3264,1.2736,0.6336,1.1616,0.0592,1.224723726,0.609284667,1.11702189,0.056928113
109,0.29,6,0.62,0.27,0.05,39,0.1984,1.8624,0.8832,1.3824,0.0752,1.790927659,0.8493059,1.329348365,0.072314089
109,0.29,6,0.62,0.27,0.05,80,0.08,2.1088,0.8864,1.4208,0.1152,2.027871696,0.852383095,1.366274709,0.11077903
109,0.29,6,0.62,0.27,0.05,109,0.0736,2.0896,0.8352,1.44,0.1472,2.009408525,0.803147971,1.384737881,0.141550983
109,0.29,6,0.62,0.27,0.05,197,0.0096,1.0784,0.448,0.9344,0.3216,1.037014813,0.430807341,0.898541025,0.309258127
109,0.29,6,0.62,0.27,0.05,240,0.0128,0.5024,0.2336,0.7104,0.4368,0.483119661,0.224635256,0.683137354,0.420037157
106,0.18,7,0.6,0.28,0.05,1,0.2784,0.0256,0,0,0.0384,0.024617562,0,0,0.036926343
106,0.18,7,0.6,0.28,0.05,15,0.3168,1.2544,0.6272,1.1648,0.0704,1.206260554,0.603130277,1.120099086,0.067698296
106,0.18,7,0.6,0.28,0.05,39,0.1632,1.8272,0.8288,1.3632,0.1152,1.757078511,0.79699358,1.310885194,0.11077903
106,0.18,7,0.6,0.28,0.05,80,0.0704,1.9136,0.7648,1.3632,0.216,1.840162784,0.735449674,1.310885194,0.207710682
106,0.18,7,0.6,0.28,0.05,152,0.0096,0.8992,0.3648,0.7872,0.4864,0.864691877,0.350800263,0.756990041,0.467733684
106,0.18,7,0.6,0.28,0.05,190,0.0032,0.4512,0.1984,0.6464,0.6176,0.433884536,0.190786108,0.621593449,0.593898691
74,0.15,5.2,0.63,0.23,0.085,23,0.2752,0.016,0,0,0.0224,0.015385976,0,0,0.021540367
74,0.15,5.2,0.63,0.23,0.085,31,0.2784,0.0192,0.0096,0.032,0.024,0.018463172,0.009231586,0.030771953,0.023078965
74,0.15,5.2,0.63,0.23,0.085,44,0.2848,0.0352,0.0224,0.0576,0.0272,0.033849148,0.021540367,0.055389515,0.02615616
74,0.15,5.2,0.63,0.23,0.085,265,0.3328,0.9824,0.6528,0.96,0.1296,0.944698954,0.627747839,0.923158587,0.124626409
74,0.15,5.2,0.63,0.23,0.085,270,0.3328,0.9696,0.6496,0.9568,0.1312,0.932390173,0.624670644,0.920081392,0.126165007
81,0.19,4.3,0.62,0.24,0.08,3,0.2912,0.0256,0,0,0.0176,0.024617562,0,0,0.016924574
81,0.19,4.3,0.62,0.24,0.08,29,0.2944,0.0192,0.0096,0.0256,0.0288,0.018463172,0.009231586,0.024617562,0.027694758
81,0.19,4.3,0.62,0.24,0.08,41,0.3008,0.032,0.0224,0.0576,0.0336,0.030771953,0.021540367,0.055389515,0.032310551
81,0.19,4.3,0.62,0.24,0.08,54,0.3072,0.0544,0.0384,0.096,0.0416,0.05231232,0.036926343,0.092315859,0.040003539
81,0.19,4.3,0.62,0.24,0.08,120,0.3296,0.1728,0.1312,0.3072,0.0816,0.166168546,0.126165007,0.295410748,0.07846848
81,0.19,4.3,0.62,0.24,0.08,260,0.368,0.6272,0.5216,0.8192,0.2256,0.603130277,0.501582832,0.787761994,0.216942268
80,0.23,4.7,0.47,0.34,0.106,12,0.2816,0.0256,0,0,0.032,0.024617562,0,0,0.030771953
80,0.23,4.7,0.47,0.34,0.106,23,0.2816,0.0288,0.0192,0.0448,0.0368,0.027694758,0.018463172,0.043080734,0.035387746
80,0.23,4.7,0.47,0.34,0.106,82,0.3232,0.2144,0.1536,0.352,0.0656,0.206172084,0.147705374,0.338491482,0.063082503
80,0.23,4.7,0.47,0.34,0.106,88,0.3264,0.2368,0.1728,0.384,0.0688,0.227712451,0.166168546,0.369263435,0.066159699
80,0.23,4.7,0.47,0.34,0.106,101,0.3296,0.2816,0.2112,0.4352,0.0784,0.270793186,0.203094889,0.418498559,0.075391285
80,0.23,4.7,0.47,0.34,0.106,147,0.3456,0.4704,0.3808,0.6368,0.1184,0.452347708,0.36618624,0.612361863,0.113856226
80,0.23,4.7,0.47,0.34,0.106,260,0.3104,0.9344,0.7424,0.992,0.2368,0.898541025,0.713909307,0.95393054,0.227712451
77,0.2,4.5,0.42,0.12,0.39,0,0.2528,0.0128,0,0,0.0096,0.012308781,0,0,0.009231586
77,0.2,4.5,0.42,0.12,0.39,4,0.256,0.0128,0,0,0.0112,0.012308781,0,0,0.010770184
77,0.2,4.5,0.42,0.12,0.39,15,0.256,0.0128,0,0,0.016,0.012308781,0,0,0.015385976
77,0.2,4.5,0.42,0.12,0.39,27,0.2624,0.0192,0.0096,0.032,0.0176,0.018463172,0.009231586,0.030771953,0.016924574
77,0.2,4.5,0.42,0.12,0.39,41,0.2624,0.0256,0.016,0.0384,0.0192,0.024617562,0.015385976,0.036926343,0.018463172
77,0.2,4.5,0.42,0.12,0.39,62,0.2688,0.0448,0.0288,0.0512,0.024,0.043080734,0.027694758,0.049235125,0.023078965
77,0.2,4.5,0.42,0.12,0.39,87,0.2816,0.0832,0.0576,0.1728,0.0336,0.080007078,0.055389515,0.166168546,0.032310551
77,0.2,4.5,0.42,0.12,0.39,96,0.2848,0.0992,0.0672,0.1856,0.0368,0.095393054,0.064621101,0.178477327,0.035387746
77,0.2,4.5,0.42,0.12,0.39,180,0.352,0.4576,0.3552,0.6432,0.1056,0.440038927,0.341568677,0.618516253,0.101547445
77,0.2,4.5,0.42,0.12,0.39,260,0.3744,0.832,0.64,0.9792,0.1712,0.800070775,0.615439058,0.941621759,0.164629948
71,0.2,4.5,0.42,0.12,0.39,0,0.2464,0.0128,0,0,0.0096,0.012308781,0,0,0.009231586
71,0.2,4.5,0.42,0.12,0.39,53,0.2592,0.016,0.0096,0.0256,0.0192,0.015385976,0.009231586,0.024617562,0.018463172
71,0.2,4.5,0.42,0.12,0.39,91,0.2656,0.0352,0.0288,0.0576,0.0272,0.033849148,0.027694758,0.055389515,0.02615616
71,0.2,4.5,0.42,0.12,0.39,180,0.3104,0.1472,0.1344,0.3392,0.0672,0.141550983,0.129242202,0.326182701,0.064621101
71,0.2,4.5,0.42,0.12,0.39,260,0.352,0.304,0.304,0.592,0.1232,0.292333553,0.292333553,0.569281129,0.118472019
89,0.2,4.1,0.55,0.17,0.22,0,0.2752,0.0224,0,0,0.0144,0.021540367,0,0,0.013847379
89,0.2,4.1,0.55,0.17,0.22,20,0.2784,0.0256,0.0128,0.0448,0.0272,0.024617562,0.012308781,0.043080734,0.02615616
89,0.2,4.1,0.55,0.17,0.22,60,0.3168,0.1408,0.0928,0.256,0.0544,0.135396593,0.089238663,0.246175623,0.05231232
89,0.2,4.1,0.55,0.17,0.22,120,0.3744,0.4704,0.3328,0.6656,0.1072,0.452347708,0.32002831,0.64005662,0.103086042
89,0.2,4.1,0.55,0.17,0.22,269,0.3296,1.408,0.9536,1.2928,0.3008,1.353965928,0.917004197,1.243186897,0.289256357
80,0.23,5.3,0.5,0.05,0.4,0,0.2496,0.0032,0,0,0.0048,0.003077195,0,0,0.004615793
80,0.23,5.3,0.5,0.05,0.4,4,0.2528,0.0064,0,0,0.008,0.006154391,0,0,0.007692988
80,0.23,5.3,0.5,0.05,0.4,16,0.256,0.0192,0.0096,0.0256,0.0112,0.018463172,0.009231586,0.024617562,0.010770184
80,0.23,5.3,0.5,0.05,0.4,120,0.3232,0.4736,0.2464,0.576,0.0352,0.455424903,0.236944037,0.553895152,0.033849148
80,0.23,5.3,0.5,0.05,0.4,242,0.3648,1.3952,0.7648,1.3184,0.1008,1.341657147,0.735449674,1.26780446,0.096931652
80,0.23,5.3,0.5,0.05,0.4,269,0.352,1.5712,0.8544,1.41056,0.1136,1.510902888,0.821611143,1.356427684,0.109240433
90,0.18,4,0.42,0.15,0.36,0,0.2592,0.016,0,0,0.0112,0.015385976,0,0,0.010770184
90,0.18,4,0.42,0.15,0.36,2,0.2624,0.016,0,0,0.0144,0.015385976,0,0,0.013847379
90,0.18,4,0.42,0.15,0.36,14,0.2656,0.0192,0.0096,0.0256,0.0208,0.018463172,0.009231586,0.024617562,0.020001769
90,0.18,4,0.42,0.15,0.36,18,0.2656,0.0192,0.0096,0.0256,0.0208,0.018463172,0.009231586,0.024617562,0.020001769
90,0.18,4,0.42,0.15,0.36,44,0.3104,0.176,0.1088,0.3072,0.04,0.169245741,0.10462464,0.295410748,0.038464941
90,0.18,4,0.42,0.15,0.36,49,0.3104,0.176,0.1088,0.3072,0.04,0.169245741,0.10462464,0.295410748,0.038464941
90,0.18,4,0.42,0.15,0.36,54,0.32,0.208,0.128,0.352,0.0432,0.200017694,0.123087812,0.338491482,0.041542136
90,0.18,4,0.42,0.15,0.36,180,0.3808,1.3376,0.9408,1.3152,0.1648,1.286267631,0.904695415,1.264727264,0.158475557
90,0.18,4,0.42,0.15,0.36,260,0.2336,1.7216,1.0848,1.3312,0.2816,1.655531066,1.043169203,1.280113241,0.270793186
83,0.25,4.5,0.45,0.086,0.39,0,0.2624,0.0096,0,0,0.0096,0.009231586,0,0,0.009231586
83,0.25,4.5,0.45,0.086,0.39,37,0.2752,0.0416,0.0224,0.0576,0.0176,0.040003539,0.021540367,0.055389515,0.016924574
83,0.25,4.5,0.45,0.086,0.39,56,0.2816,0.08,0.0448,0.1344,0.0272,0.076929882,0.043080734,0.129242202,0.02615616
83,0.25,4.5,0.45,0.086,0.39,70,0.288,0.0992,0.0608,0.16,0.032,0.095393054,0.058466711,0.153859765,0.030771953
83,0.25,4.5,0.45,0.086,0.39,88,0.2976,0.144,0.0864,0.2368,0.0416,0.138473788,0.083084273,0.227712451,0.040003539
83,0.25,4.5,0.45,0.086,0.39,154,0.3552,0.4128,0.2752,0.5984,0.0976,0.396958192,0.264638795,0.575435519,0.093854456
83,0.25,4.5,0.45,0.086,0.39,230,0.4032,0.8096,0.5696,0.9952,0.1792,0.778530408,0.547740762,0.957007735,0.172322936
72,0.19,5.48,0.41,0.122,0.395,0,0.2656,0.016,0,0,0.0096,0.015385976,0,0,0.009231586
72,0.19,5.48,0.41,0.122,0.395,2,0.2656,0.0128,0.0032,0.0128,0.0128,0.012308781,0.003077195,0.012308781,0.012308781
72,0.19,5.48,0.41,0.122,0.395,4,0.2656,0.0128,0.0032,0.0128,0.0128,0.012308781,0.003077195,0.012308781,0.012308781
72,0.19,5.48,0.41,0.122,0.395,150,0.3872,1.152,0.8928,1.2064,0.1216,1.107790305,0.858537486,1.160102624,0.116933421
72,0.19,5.48,0.41,0.122,0.395,270,0.3072,1.7184,1.2832,1.3952,0.2336,1.652453871,1.233955311,1.341657147,0.224635256
109,0.34,6.9,0.41,0.14,0.4,0,0.272,0.032,0.0256,0.0704,0.032,0.030771953,0.024617562,0.067698296,0.030771953
109,0.34,6.9,0.41,0.14,0.4,1,0.2912,0.144,0.0736,0.1856,0.0368,0.138473788,0.070775492,0.178477327,0.035387746
109,0.34,6.9,0.41,0.14,0.4,88,0.0448,2,0.7808,1.3952,0.2288,1.923247056,0.750835651,1.341657147,0.220019463
109,0.34,6.9,0.41,0.14,0.4,98,0.0352,1.9648,0.768,1.376,0.2432,1.889397908,0.73852687,1.323193975,0.233866842
109,0.34,6.9,0.41,0.14,0.4,175,0.0192,1.7184,0.656,1.2416,0.2944,1.652453871,0.630825035,1.193951773,0.283101967
105,0.32,7,0.51,0.18,0.25,0,0.2784,0.0128,0.0096,0.0256,0.024,0.012308781,0.009231586,0.024617562,0.023078965
105,0.32,7,0.51,0.18,0.25,7,0.3584,0.6976,0.368,0.7872,0.0432,0.670828573,0.353877458,0.756990041,0.041542136
105,0.32,7,0.51,0.18,0.25,87,0.0384,1.8176,0.736,1.248,0.1952,1.747846925,0.707754917,1.200106163,0.187708913
105,0.32,7,0.51,0.18,0.25,100,0.032,1.8752,0.7104,1.2928,0.2288,1.80323644,0.683137354,1.243186897,0.220019463
105,0.32,7,0.51,0.18,0.25,115,0.0288,1.8016,0.6912,1.2672,0.2576,1.732460948,0.664674183,1.218569335,0.247714221
105,0.32,7,0.51,0.18,0.25,269,0.0064,0.6528,0.2592,0.64,0.5728,0.627747839,0.249252819,0.615439058,0.550817957
77,0.17,4.8,0.474,0.249,0.225,0,0.272,0.032,0,0,0.0176,0.030771953,0,0,0.016924574
77,0.17,4.8,0.474,0.249,0.225,1,0.272,0.032,0,0,0.0176,0.030771953,0,0,0.016924574
77,0.17,4.8,0.474,0.249,0.225,72,0.3072,0.144,0.0928,0.2496,0.0384,0.138473788,0.089238663,0.240021233,0.036926343
77,0.17,4.8,0.474,0.249,0.225,136,0.3424,0.4416,0.3104,0.5504,0.0608,0.42465295,0.298487943,0.52927759,0.058466711
77,0.17,4.8,0.474,0.249,0.225,179,0.3552,0.6848,0.4608,0.7648,0.08,0.658519792,0.443116122,0.735449674,0.076929882
77,0.17,4.8,0.474,0.249,0.225,270,0.3424,1.0432,0.7008,1.0208,0.1152,1.003165665,0.673905769,0.981625298,0.11077903
105,0.34,4.75,0.433,0.128,0.383,0,0.256,0.016,0,0,0.016,0.015385976,0,0,0.015385976
105,0.34,4.75,0.433,0.128,0.383,14,0.3616,0.4448,0.2304,0.6016,0.04,0.427730145,0.221558061,0.578512715,0.038464941
105,0.34,4.75,0.433,0.128,0.383,157,0.1696,1.968,0.944,1.3856,0.184,1.892475104,0.907772611,1.332425561,0.176938729
105,0.34,4.75,0.433,0.128,0.383,178,0.1376,2.016,0.9568,1.3888,0.2144,1.938633033,0.920081392,1.335502756,0.206172084
105,0.34,4.75,0.433,0.128,0.383,220,0.0832,2.0352,0.9248,1.3568,0.2864,1.957096205,0.889309439,1.304730803,0.275408978
105,0.34,4.75,0.433,0.128,0.383,230,0.08,2.0864,0.9472,1.392,0.3104,2.006331329,0.910849806,1.338579951,0.298487943
72,0.17,7,0.438,0.165,0.336,0,0.2688,0.0096,0.0032,0.0128,0.0176,0.009231586,0.003077195,0.012308781,0.016924574
72,0.17,7,0.438,0.165,0.336,1,0.2688,0.0128,0.0096,0.0128,0.0208,0.012308781,0.009231586,0.012308781,0.020001769
72,0.17,7,0.438,0.165,0.336,18,0.3776,0.704,0.4288,0.8032,0.0352,0.676982964,0.412344169,0.772376018,0.033849148
72,0.17,7,0.438,0.165,0.336,103,0.1184,2.3136,1.2352,1.4272,0.1056,2.224812195,1.187797382,1.372429099,0.101547445
72,0.17,7,0.438,0.165,0.336,120,0.0768,2.384,1.2096,1.4272,0.1168,2.292510491,1.16317982,1.372429099,0.112317628
72,0.17,7,0.438,0.165,0.336,205,0.0192,2.4928,1.0112,1.5552,0.168,2.397135131,0.972393712,1.495516911,0.161552753
72,0.17,7,0.438,0.165,0.336,269,0.0128,2.3648,0.8832,1.5584,0.1936,2.27404732,0.8493059,1.498594106,0.186170315
109,0.18,5,0.4709,0.113,0.3647,0,0.2528,0.0128,0,0,0.0144,0.012308781,0,0,0.013847379
109,0.18,5,0.4709,0.113,0.3647,2,0.2624,0.0224,0.0096,0.0128,0.0208,0.021540367,0.009231586,0.012308781,0.020001769
109,0.18,5,0.4709,0.113,0.3647,87,0.3936,1.5136,0.7776,1.408,0.0752,1.455513372,0.747758456,1.353965928,0.072314089
109,0.18,5,0.4709,0.113,0.3647,119,0.3008,1.8272,0.912,1.4784,0.1296,1.757078511,0.877000658,1.421664224,0.124626409
109,0.18,5,0.4709,0.113,0.3647,200,0.1344,1.8784,0.832,1.3088,0.3232,1.806313635,0.800070775,1.258572874,0.310796724
109,0.18,5,0.4709,0.113,0.3647,258,0.0064,0.512,0.2176,0.6528,0.6752,0.492351246,0.20924928,0.627747839,0.649288206
109,0.18,5.3,0.403,0.125,0.4,0,0.256,0.0192,0,0,0.0128,0.018463172,0,0,0.012308781
109,0.18,5.3,0.403,0.125,0.4,2,0.2624,0.0224,0.0064,0.0128,0.0224,0.021540367,0.006154391,0.012308781,0.021540367
109,0.18,5.3,0.403,0.125,0.4,33,0.4192,1.0432,0.5504,1.104,0.0464,1.003165665,0.52927759,1.061632375,0.044619332
109,0.18,5.3,0.403,0.125,0.4,223,0.0128,1.1296,0.48,0.9472,0.4896,1.086249937,0.461579294,0.910849806,0.470810879
109,0.18,5.3,0.403,0.125,0.4,244,0.0064,0.8,0.3296,0.704,0.5328,0.769298823,0.316951115,0.676982964,0.512353016
109,0.18,5.3,0.403,0.125,0.4,260,0.0064,0.512,0.2272,0.6208,0.6144,0.492351246,0.218480866,0.596975886,0.590821496
89,0.15,6.8,0.5286,0.1061,0.2972,0,0.256,0.0064,0,0,0.0112,0.006154391,0,0,0.010770184
89,0.15,6.8,0.5286,0.1061,0.2972,1,0.2592,0.0096,0.0064,0.0192,0.0176,0.009231586,0.006154391,0.018463172,0.016924574
89,0.15,6.8,0.5286,0.1061,0.2972,54,0.1152,2.272,1.0368,1.5424,0.1296,2.184808656,0.997011274,1.48320813,0.124626409
89,0.15,6.8,0.5286,0.1061,0.2972,120,0.0192,2.2304,0.8384,1.5104,0.2608,2.144805117,0.806225166,1.452436177,0.250791416
89,0.15,6.8,0.5286,0.1061,0.2972,230,0.0128,1.6192,0.5888,1.1616,0.472,1.557060817,0.566203933,1.11702189,0.453886305
89,0.15,6.8,0.5286,0.1061,0.2972,249,0.0096,1.456,0.5344,1.0656,0.5168,1.400123857,0.513891613,1.024706032,0.496967039
107,0.16,5.8,0.4046,0.2777,0.2684,0,0.272,0.016,0.0064,0.0192,0.0272,0.015385976,0.006154391,0.018463172,0.02615616
107,0.16,5.8,0.4046,0.2777,0.2684,1.5,0.2816,0.0352,0.0224,0.064,0.04,0.033849148,0.021540367,0.061543906,0.038464941
107,0.16,5.8,0.4046,0.2777,0.2684,89,0.1184,1.9968,0.864,1.3824,0.1456,1.920169861,0.830842728,1.329348365,0.140012386
107,0.16,5.8,0.4046,0.2777,0.2684,120,0.1152,2.0096,0.832,1.3952,0.1952,1.932478642,0.800070775,1.341657147,0.187708913
107,0.16,5.8,0.4046,0.2777,0.2684,250,0,0.4384,0.176,0.6208,0.5904,0.421575755,0.169245741,0.596975886,0.567742531
107,0.16,5.8,0.4046,0.2777,0.2684,270,0,0.2912,0.1216,0.512,0.5936,0.280024771,0.116933421,0.492351246,0.570819726
88,0.15,6.3,0.4081,0.1259,0.3998,0,0.2656,0.0064,0.0064,0.0192,0.0208,0.006154391,0.006154391,0.018463172,0.020001769
88,0.15,6.3,0.4081,0.1259,0.3998,2,0.2752,0.0288,0.0192,0.0576,0.0304,0.027694758,0.018463172,0.055389515,0.029233355
88,0.15,6.3,0.4081,0.1259,0.3998,8,0.2944,0.1536,0.0928,0.224,0.032,0.147705374,0.089238663,0.21540367,0.030771953
88,0.15,6.3,0.4081,0.1259,0.3998,32,0.3648,1.632,1.0144,1.408,0.072,1.569369598,0.975470907,1.353965928,0.069236894
88,0.15,6.3,0.4081,0.1259,0.3998,120,0.032,2.3808,1.0304,1.44,0.248,2.289433296,0.990856883,1.384737881,0.238482635
88,0.15,6.3,0.4081,0.1259,0.3998,190,0.016,2.1216,0.8256,1.3728,0.3632,2.040180478,0.793916385,1.32011678,0.349261665
88,0.15,6.3,0.4081,0.1259,0.3998,230,0.0128,1.92,0.72,1.2896,0.432,1.846317174,0.69236894,1.240109702,0.415421364
85,0.15,5.8,0.4088,0.1237,0.3997,0,0.2592,0.0064,0,0,0.0176,0.006154391,0,0,0.016924574
85,0.15,5.8,0.4088,0.1237,0.3997,32,0.3776,0.8224,0.512,0.896,0.0512,0.79083919,0.492351246,0.861614681,0.049235125
85,0.15,5.8,0.4088,0.1237,0.3997,45,0.3968,1.1328,0.6944,1.1488,0.0608,1.089327133,0.667751378,1.104713109,0.058466711
85,0.15,5.8,0.4088,0.1237,0.3997,100,0.3008,1.8272,1.0464,1.4784,0.12,1.757078511,1.00624286,1.421664224,0.115394823
85,0.15,5.8,0.4088,0.1237,0.3997,190,0.0928,2.2272,1.0464,1.4496,0.2448,2.141727922,1.00624286,1.393969467,0.23540544
85,0.15,5.8,0.4088,0.1237,0.3997,240,0.0352,2.144,0.896,1.3728,0.3264,2.061720845,0.861614681,1.32011678,0.31387392
72,0.35,6.8,0.4066,0.3492,0.1815,0,0.2976,0.0256,0.016,0.0448,0.0352,0.024617562,0.015385976,0.043080734,0.033849148
72,0.35,6.8,0.4066,0.3492,0.1815,1.5,0.2912,0.0224,0.0192,0.0576,0.04,0.021540367,0.018463172,0.055389515,0.038464941
72,0.35,6.8,0.4066,0.3492,0.1815,42,0.2848,1.2864,0.7552,1.1648,0.0784,1.237032507,0.726218089,1.120099086,0.075391285
72,0.35,6.8,0.4066,0.3492,0.1815,149,0.0224,2.2656,0.9504,1.4688,0.136,2.178654266,0.913927001,1.412432638,0.1307808
72,0.35,6.8,0.4066,0.3492,0.1815,204,0.016,2.288,0.8512,1.5072,0.1696,2.200194633,0.818533947,1.449358982,0.16309135
72,0.35,6.8,0.4066,0.3492,0.1815,213,0.016,2.2368,0.8416,1.4848,0.1664,2.150959508,0.809302361,1.427818615,0.160014155
72,0.35,6.8,0.4066,0.3492,0.1815,245,0.0128,2.1888,0.768,1.4336,0.1936,2.104801579,0.73852687,1.37858349,0.186170315
97,0.3,6.6,0.5679,0.0495,0.3404,0,0.2368,0.0064,0,0,0.008,0.006154391,0,0,0.007692988
97,0.3,6.6,0.5679,0.0495,0.3404,26,0.384,1.4592,0.7392,1.392,0.0656,1.403201052,0.710832112,1.338579951,0.063082503
97,0.3,6.6,0.5679,0.0495,0.3404,45,0.2848,2.0256,0.96,1.6192,0.1104,1.947864619,0.923158587,1.557060817,0.106163238
97,0.3,6.6,0.5679,0.0495,0.3404,190,0.0224,1.488,0.5632,1.0432,0.4864,1.43089581,0.541586371,1.003165665,0.467733684
97,0.3,6.6,0.5679,0.0495,0.3404,196,0.0128,1.376,0.528,0.992,0.5136,1.323193975,0.507737223,0.95393054,0.493889844
97,0.3,6.6,0.5679,0.0495,0.3404,260,0.0064,1.024,0.4064,0.7936,0.6048,0.984702493,0.390803802,0.763144432,0.58158991
107,0.35,5.7,0.4402,0.1089,0.387,0,0.2592,0.0224,0.0064,0.0064,0.0112,0.021540367,0.006154391,0.006154391,0.010770184
107,0.35,5.7,0.4402,0.1089,0.387,54,0.2784,2.0384,1.0048,1.5744,0.0912,1.9601734,0.966239321,1.513980083,0.087700066
107,0.35,5.7,0.4402,0.1089,0.387,91,0.128,2.2336,1.0048,1.4976,0.1504,2.147882313,0.966239321,1.440127396,0.144628179
107,0.35,5.7,0.4402,0.1089,0.387,105,0.1024,2.2528,0.9824,1.5136,0.1744,2.166345484,0.944698954,1.455513372,0.167707143
107,0.35,5.7,0.4402,0.1089,0.387,140,0.0608,2.1824,0.8928,1.4464,0.2432,2.098647188,0.858537486,1.390892271,0.233866842
107,0.35,5.7,0.4402,0.1089,0.387,155,0.0544,2.1248,0.8544,1.4304,0.2752,2.043257673,0.821611143,1.375506295,0.264638795
107,0.35,5.7,0.4402,0.1089,0.387,200,0.0384,1.8688,0.7616,1.2928,0.3776,1.79708205,0.732372479,1.243186897,0.363109044
76,0.15,6.4,0.4234,0.1105,0.3996,0,0.2656,0.0096,0,0,0.0096,0.009231586,0,0,0.009231586
76,0.15,6.4,0.4234,0.1105,0.3996,120,0.1504,2.2336,1.2512,1.392,0.128,2.147882313,1.203183359,1.338579951,0.123087812
76,0.15,6.4,0.4234,0.1105,0.3996,180,0.0192,2.4,0.9824,1.4528,0.1344,2.307896468,0.944698954,1.397046662,0.129242202
76,0.15,6.4,0.4234,0.1105,0.3996,240,0.0128,1.9328,0.6752,1.2864,0.2112,1.858625955,0.649288206,1.237032507,0.203094889
76,0.15,6.4,0.4234,0.1105,0.3996,250,0.0096,1.8368,0.64,1.2352,0.2208,1.766310097,0.615439058,1.187797382,0.212326475
76,0.15,6.4,0.4234,0.1105,0.3996,270,0.0096,1.6544,0.5824,1.1616,0.2528,1.590909965,0.560049543,1.11702189,0.243098428
70,0.35,6.6,0.4383,0.1134,0.3999,0,0.2656,0,0,0,0.0096,0,0,0,0.009231586
70,0.35,6.6,0.4383,0.1134,0.3999,100,0.2304,1.9936,1.0304,1.4848,0.064,1.917092666,0.990856883,1.427818615,0.061543906
70,0.35,6.6,0.4383,0.1134,0.3999,170,0.0576,2.3552,1.0656,1.4624,0.096,2.264815734,1.024706032,1.406278248,0.092315859
70,0.35,6.6,0.4383,0.1134,0.3999,218,0.0256,2.3808,0.9952,1.472,0.1136,2.289433296,0.957007735,1.415509834,0.109240433
70,0.35,6.6,0.4383,0.1134,0.3999,240,0.0224,2.368,0.944,1.4688,0.1312,2.277124515,0.907772611,1.412432638,0.126165007
70,0.35,6.6,0.4383,0.1134,0.3999,269,0.0128,2.3328,0.896,1.4656,0.1328,2.243275367,0.861614681,1.409355443,0.127703605
90,0.34,4,0.7391,0.0305,0.1709,260,0.256,0,0,0,0.0048,0,0,0,0.004615793
90,0.34,4,0.7391,0.0305,0.1709,270,0.2688,0.096,0.048,0.1376,0.0208,0.092315859,0.046157929,0.132319397,0.020001769
90,0.34,4,0.7391,0.0305,0.1709,80,0.2848,0.1376,0.0736,0.1952,0.0352,0.132319397,0.070775492,0.187708913,0.033849148
90,0.34,4,0.7391,0.0305,0.1709,90,0.2848,0.1728,0.0896,0.256,0.0416,0.166168546,0.086161468,0.246175623,0.040003539
90,0.34,4,0.7391,0.0305,0.1709,110,0.2912,0.208,0.112,0.2944,0.048,0.200017694,0.107701835,0.283101967,0.046157929
90,0.34,4,0.7391,0.0305,0.1709,260,0.3584,1.0272,0.6048,1.0912,0.2032,0.987779688,0.58158991,1.049323594,0.195401901
